,经理人ID,经理人姓名,管理资产总规模,职业跨度年数,平均任职年数,出勤率,Average_AYP,Average_Double_Weighted_AYP,Overall_Min_Profit
32502,30779462,杨曼丽,14.04,1.3643835616438356,1.104109589041096,0.8092369477911647,0.019700483508478972,0.022254308471544915,0.0123
18451,30514248,李振宇,757.14,7.120547945205479,1.7945988258317025,0.2520310009344253,0.04333433821786341,0.022228308776239793,-0.0146
25473,30673983,王海明,124.94,4.383561643835616,4.076712328767123,0.93,0.026161925224083005,0.022220478406967687,0.0865
17449,30517541,李雅婷,24.25,2.2849315068493152,1.9287671232876713,0.8441247002398081,0.0302303308069663,0.02222029485245558,0.0202
24367,30072644,提云涛,37.23,7.945205479452055,3.3404330534688467,0.4204338153503893,0.06415925841324092,0.022216039291463454,-0.1964
25411,30750846,王宏,92.22,2.23013698630137,1.4332681017612525,0.6426816426816427,0.0389339152304407,0.022211897561131795,0.0285
8170,30803421,胡世辉,5.74,0.5397260273972603,0.3890410958904109,0.7208121827411167,0.021692426751386717,0.022207002265199005,0.0111
22902,30325387,孙文龙,45.62,9.052054794520547,2.637214611872146,0.29133878127522195,0.07167805904847462,0.022178317873145406,-0.1613
27947,30732322,王晓彦,62.17,2.750684931506849,1.9153729071537289,0.6963258078795928,0.03596267746417961,0.022158366098131904,0.0081
1629,30767212,陈硕,70.24,1.7095890410958905,1.1682191780821918,0.6833333333333333,0.029629643508604975,0.022148918380858598,0.0098999999999999
38088,30770467,郑少波,36.22,1.63013698630137,0.7181126331811263,0.4405228758169934,0.031404678196676625,0.022147528539392218,0.0095
5421,30719032,高洁,18.25,3.1890410958904107,2.152511415525114,0.674971363115693,0.028039773398059298,0.022141341133876856,0.0005
39952,30522508,张艳,3.78,1.726027397260274,1.726027397260274,1.0,0.014752843362524581,0.022129265043786872,0.0256
39963,30766052,赵旸,3.78,1.726027397260274,1.726027397260274,1.0,0.014752843362524581,0.022129265043786872,0.0256
26778,30553833,宛晴,22.91,2.5753424657534247,1.3802130898021308,0.535933806146572,0.03578828371853447,0.02211346952471286,0.0256999999999999
16396,30789367,李晓然,13.870000000000001,0.9616438356164384,0.8547945205479452,0.8888888888888888,0.03290149521724269,0.0220685105376299,0.0213
20070,30428548,裴禹翔,1116.3,8.013698630136986,3.0299086757990867,0.3780911680911681,0.051359140481550214,0.022054057978524985,-0.0528
1682,30698282,车日楠,119.6,3.780821917808219,2.3845890410958903,0.6307065217391304,0.03957928861614993,0.022005577690911465,-0.0055
12106,30079581,梁浩,201.19,12.583561643835617,2.994657534246575,0.23798171129980403,0.07438995339579742,0.021887443343908707,-0.4760999999999999
1749,30572209,陈斯扬,120.97000000000001,5.898630136986301,5.227397260273973,0.8862052949372968,0.03962312947857366,0.021797407771615214,0.1259
29368,30717969,许佳,565.11,3.2246575342465755,2.1748858447488586,0.6744548286604362,0.037545030479554965,0.021737669232613496,0.033
30235,30346940,徐晓杰,27.57,8.745205479452055,2.9710806697108065,0.33973823447507656,0.08097838318033829,0.02169292678384324,-0.3287
19059,30484800,苗婷,13.44,7.487671232876712,6.359589041095891,0.8493413830954996,0.05863597527587337,0.021680441672888514,-0.0173
26908,30437326,吴萍萍,684.1,7.8931506849315065,1.8987782302850795,0.2405602409073426,0.04719893578835862,0.021646177613545408,-0.0093999999999999
31237,30037860,严菲,18.36,16.953424657534246,4.474581430745815,0.26393377863966105,0.045102950598223605,0.021606963587395136,-0.2373999999999999
32344,30338992,杨立春,92.71,8.843835616438357,3.255452054794521,0.36810408921933085,0.050814216109007514,0.021579089173775507,0.0004
20182,30676325,彭紫云,321.86,4.572602739726028,1.9775929549902156,0.43248737481811184,0.04031296012583702,0.021554996775490744,0.0136
13198,30704421,李俊江,433.32000000000005,3.6164383561643834,2.347640791476408,0.6491582491582493,0.03620898194984888,0.02146020662732102,0.0295
11754,30535416,李峰,197.19,6.742465753424658,4.603131115459882,0.6827073779532129,0.043750775997691775,0.02145973256054648,0.0764
27232,30754859,王顺利,202.49,2.115068493150685,1.7063926940639271,0.8067789291882557,0.03221485925389219,0.021456065403538865,0.0472
26499,30678907,王明君,191.13,4.46027397260274,2.817808219178082,0.6317567567567568,0.026830088456173684,0.021454332444274273,0.0132
21250,30069921,孙蓓琳,19.689999999999998,11.542465753424658,4.34986301369863,0.3768573463090434,0.054013128786718115,0.02141022986599124,-0.3815999999999999
9714,30197012,姜南林,597.5,11.191780821917808,1.8265753424657536,0.16320685434516524,0.08088268281410213,0.02138522171071063,0.0
34210,30718606,杨真,228.44,3.2,2.73215149073328,0.8537973408541499,0.038478853319014676,0.0213603849538357,0.0154
19287,30798409,牛冠群,40.77,0.673972602739726,0.5800391389432485,0.8606271777003485,0.03022561319699779,0.021347070248917435,0.0089
20244,30507020,仇秉则,125.69999999999999,7.191780821917808,2.2073287671232875,0.3069238095238095,0.060437332847777046,0.02133089058071939,-0.16
5013,30690105,傅瑶纯,5.5200000000000005,4.1068493150684935,3.7328767123287676,0.908939292861908,0.03182583719954657,0.02132461504557569,0.0353
38606,30763280,张文浩,2.11,1.8054794520547945,1.8054794520547943,0.9999999999999999,0.021524915779799647,0.021301846300539086,0.0373
7996,30757542,韩坪,77.14,0.663013698630137,0.663013698630137,1.0,0.024788082904328473,0.021257433415799516,0.0153
36752,30436324,张凯頔,66.53,1.5972602739726027,1.4273972602739726,0.8936535162950258,0.019778389158113585,0.021194499470647894,0.0207
23189,30557676,宋怡健,112.39000000000001,1.2164383561643837,1.2164383561643834,0.9999999999999998,0.03403314747662467,0.021180309353912595,0.0293
33757,30686748,杨严,231.18,4.2246575342465755,1.3154109589041096,0.3113651102464332,0.03829936437583366,0.021105916864519996,0.0149
18059,30747742,李卓锴,239.44,2.317808219178082,1.5397260273972604,0.6643026004728133,0.027894551250054578,0.02109329985811718,0.0129
39022,30751759,郑欣,17.61,2.2054794520547945,1.2334855403348552,0.5592822636300897,0.03144886321462977,0.021065181177108983,0.0040999999999999
8705,30681333,胡奕,97.8,3.610958904109589,2.332191780821918,0.6458649468892261,0.038258531487404844,0.021003340158901634,-0.2453
16236,30747777,刘筱筠,27.13,2.3205479452054796,1.9301369863013702,0.8317591499409682,0.026833956701214356,0.02098989031508261,0.0336
32713,30176648,于启明,387.97,11.602739726027398,4.118529199711608,0.3549617846268564,0.05432664930896806,0.020983753503978454,-0.0055
1878,30700146,陈文,38.54,3.723287671232877,2.3582191780821917,0.6333701250919793,0.023664537331498356,0.020960017573752356,-0.0501
21155,30535656,茹奕菡,1.0,6.736986301369863,2.679452054794521,0.39772265148434327,0.02545139733628987,0.020951312405592594,0.098
22426,30573871,申鹏,15.44,1.6986301369863013,1.6986301369863015,1.0000000000000002,0.013943471051744982,0.020915206577617473,0.0237999999999999
10770,30729620,李安然,128.67,2.8054794520547945,2.6048472075869338,0.928485576923077,0.036626444135757844,0.02090708411949937,0.0536
22191,30710578,孙连玉,3.35,3.3232876712328765,1.4065753424657534,0.4232481450948063,0.036710746031301825,0.020906437539589685,0.0249
11327,30795606,吕程,51.9,0.7561643835616438,0.6129158512720156,0.8105590062111802,0.03668113255929739,0.02088554491635316,0.0144999999999999
10521,30141667,孔令超,217.88,7.517808219178082,6.0058017727639,0.7988766935345566,0.05277343710806421,0.020869316959738347,0.1606
14628,30719229,卢珊,272.89,3.1835616438356165,2.3013698630136985,0.7228915662650602,0.03489302286266629,0.020827670679155974,0.016
29691,30784211,徐铭,12.92,1.16986301369863,1.135159817351598,0.9703356752537079,0.029626950171591115,0.020737384819022844,0.0169
30051,30729600,徐锬,38.61,2.7095890410958905,1.7112328767123288,0.6315470171890799,0.02961791343862874,0.0207102371301089,0.0316
25343,30565730,王欢,27.919999999999998,6.117808219178082,4.10296803652968,0.6706597999701448,0.036513849592177725,0.020688341854776096,0.0067
25395,30782152,王欢,2.04,6.117808219178082,1.2328767123287672,0.20152261531571877,0.036513849592177725,0.020688341854776096,0.0123
10554,30655278,阚磊,302.97,4.975342465753425,1.4665205479452055,0.29475770925110134,0.037819819114216,0.020688216992271784,-0.0266999999999999
38334,30724180,周舒展,243.59,3.041095890410959,2.224906600249066,0.7316134316134315,0.03411729000636118,0.020630260893025,-0.0204999999999999
27243,30758865,汪术勤,61.19,1.9753424657534246,1.6986301369863015,0.8599167822468794,0.025775621604185006,0.020602679784069218,0.0
4869,30364706,付伟,26.15,8.482191780821918,1.970112079701121,0.2322645055203195,0.0745485167374394,0.02058277098053606,-0.2184
19351,30396307,倪超,47.05,8.67123287671233,2.3085927770859276,0.2662358178945856,0.031867230259121616,0.020563187297968126,-0.3223
29322,30705901,徐华婧,117.94,3.5945205479452054,1.8774595267745953,0.5223115299334812,0.03472417469436164,0.020534876210394595,0.0275
14779,30771424,蓝淑巍,2.3,1.6027397260273972,1.6027397260273972,1.0,0.013670278245080159,0.020505417367620238,0.022
19791,30784402,裴铎,126.47,1.1616438356164382,1.1616438356164385,1.0000000000000002,0.02737588818508132,0.0204433131591109,0.0210999999999999
11122,30038091,李琛,231.34000000000003,16.671232876712327,3.110867579908676,0.1866009312517119,0.05918970855326588,0.020398930508182575,-0.3777
32272,30581590,易瓅,23.97,0.7452054794520548,0.6639269406392695,0.8909313725490197,0.02982678448773905,0.020376572914137282,0.0123
37743,30777813,仲奇超,45.49,1.4273972602739726,1.1205479452054794,0.7850287907869481,0.020191906697209716,0.020310764980734128,0.0162
8531,30741646,黄轩,97.69000000000001,2.484931506849315,1.8731898238747553,0.7538194991337218,0.03166939768711176,0.020305042380746485,0.0441999999999999
5563,30316128,高靖瑜,5.36,9.158904109589042,4.095890410958904,0.4472031109781633,0.03207809670354959,0.02025508010237479,-0.2534
6147,30702034,高延龙,137.41,3.684931506849315,2.3214611872146116,0.62998760842627,0.028665307872714707,0.020197689917294256,0.0258
17736,30688788,吕沂洋,301.28,4.142465753424657,2.1528478731074263,0.5197020328599277,0.03709804919904619,0.02019692828034565,0.0237999999999999
30331,30405171,许燕,78.50999999999999,8.142465753424657,2.2805057955742885,0.28007557718190285,0.044401211865849916,0.020190891611124532,0.006
30999,30722523,应琛,252.09,3.1041095890410957,2.1956947162426617,0.7073509015256589,0.03138565127919235,0.020170882348015607,0.0156
21032,30711025,饶琦,3.26,1.2767123287671234,1.2767123287671232,0.9999999999999998,0.013447165222230772,0.02017074783334616,0.0172
203,30798161,白严,111.43,0.6767123287671233,0.5049315068493151,0.7461538461538462,0.03170002688093893,0.020157924138123662,0.0022
7517,30283331,何凯,37.92,9.863013698630137,9.863013698630136,0.9999999999999998,0.03181659724902556,0.02015051159104952,0.2977
10258,30804030,金御,180.36,0.5178082191780822,0.5178082191780822,1.0,0.028235722215421966,0.020104174204466908,0.0113
3307,30553990,杜浩然,222.21,3.8794520547945206,1.6235039653929344,0.41848795718108833,0.038144463374521424,0.020093165314062897,0.0148
8681,30163900,黄韵,20.14,9.32054794520548,2.5523709167544784,0.2738434405101072,0.05097154925485981,0.020079687417541885,-0.2772
2045,30527201,柴文婷,347.58,6.838356164383562,2.35813698630137,0.34483974358974356,0.039798137086112566,0.02007423469351778,-0.0476999999999999
8159,30792767,霍顺朝,200.53,0.8356164383561644,0.47075640262060753,0.5633642195295795,0.03543048044892011,0.020057858436876647,0.0026
20202,30743184,钱布克,251.54,2.4465753424657533,1.6223744292237443,0.6631205673758865,0.028119368371250265,0.020047798522278698,0.0131
6457,30647388,韩创,181.34,5.0849315068493155,2.7176125244618397,0.5344442733990148,0.03864070117377461,0.020035588191163144,-0.3043
26070,30734317,王康佳,181.32999999999998,2.684931506849315,1.846786090621707,0.6878335949764521,0.03536839266898462,0.01997954827722342,0.0279
22566,30709329,宋倩倩,501.84,3.5287671232876714,2.5112079701120797,0.7116389045736872,0.03600163526577822,0.01994073285665584,0.0178
30803,30444857,谢芝兰,392.36,7.8054794520547945,5.013013698630137,0.6422428922428922,0.03047854965157537,0.01991791417863036,0.0865
21521,30787911,宋芳,71.03,1.0602739726027397,1.0602739726027397,1.0,0.02613336294980943,0.019885416327105956,0.0189
36272,30540363,张建,100.36,2.1890410958904107,1.275658587987355,0.5827476653509194,0.03259139936521247,0.019879218321408806,0.0158
39079,30171130,赵旭东,338.44,4.265753424657534,2.044618395303327,0.47931002844297643,0.02846203202713249,0.019875333098056714,0.0118999999999999
5084,30663622,樊亚筠,150.26,3.1945205479452055,1.7077625570776254,0.5345911949685535,0.030617067204214015,0.019832691216720367,0.0262
30434,30699062,谢越,282.98,3.750684931506849,2.897945205479452,0.7726442658875092,0.03524432910233505,0.01983179967399452,0.0409
3695,30727485,杜培俊,187.07,2.8767123287671232,2.1490867579908675,0.747063492063492,0.033768728781610025,0.019781974605702947,0.0182
14848,30414748,刘嵩扬,415.69,3.6054794520547944,2.1930593607305933,0.608257345491388,0.03434321372989438,0.019775349185317623,-0.001
6299,30653672,郭振宇,583.79,5.021917808219178,3.316313823163138,0.6603680007935328,0.034164599382212855,0.019729638440987483,0.0113999999999999
37259,30773818,周慕华,4.07,1.5917808219178082,0.9150684931506848,0.5748709122203097,0.023246779383112814,0.01971503310355177,0.0121
28895,30716283,万志文,484.65999999999997,3.2904109589041095,2.154337899543379,0.6547321676380794,0.035783287428300406,0.01967301748951821,0.0271
32948,30698826,叶盛,42.849999999999994,3.7205479452054795,1.4709838107098383,0.3953675190788593,0.04094017952520179,0.019644017831399265,-0.111
9188,30705174,胡智磊,235.12,3.6054794520547944,1.4135096835144072,0.39204485902945185,0.03553649957555695,0.019601129061256477,0.0026
3638,30672627,邓明明,682.89,4.684931506849315,2.213376309427881,0.4724458204334366,0.03471185696268499,0.01954890612193643,0.0151
21072,30758350,任祺,141.89,2.0027397260273974,1.7013698630136989,0.8495212038303694,0.02929351031200476,0.019535550623108695,0.0208
24983,30698631,吴迪,275.57,3.7616438356164386,2.743052837573386,0.7292165227343669,0.032663677616657456,0.019534516791596977,-0.0062
19911,30743264,潘如璐,11.13,2.441095890410959,1.83013698630137,0.7497194163860831,0.026302959630342015,0.019526878785525892,0.0334
40441,30189735,郑迎迎,638.17,11.315068493150685,2.2247381144238516,0.19661729098419028,0.058606692870791934,0.019516893444338854,0.0233
32670,30202054,闫沛贤,406.84000000000003,10.30958904109589,4.0947945205479455,0.3971830985915493,0.04815503911050192,0.01940321231829048,0.0016
5825,30324924,高松,13.11,9.07123287671233,2.1021170610211706,0.23173443892259957,0.06872675188464823,0.019292346962538703,-0.3785
25954,30715848,王侃,312.40999999999997,3.3013698630136985,2.505354919053549,0.758883440211241,0.032311370387314416,0.019262241826368435,0.0318
3972,30327019,杜洋,253.89,8.986301369863014,2.6816438356164385,0.29841463414634145,0.06492972268121108,0.01923344709680966,-0.4951
18326,30719712,吕智卓,65.73,3.1123287671232878,1.3948858447488586,0.4481807511737089,0.033145121073842806,0.019197966464648216,-0.0861
4438,30197255,冯彬,370.62,11.246575342465754,2.3181617322138757,0.20612156693253705,0.04697473553147199,0.01918917958640094,0.0083
15029,30757044,LI TONG(李彤),286.95,2.0712328767123287,0.9879452054794521,0.476984126984127,0.032337345076356105,0.019169424090014976,-0.0132
40677,30728450,赵子良,259.83,2.8438356164383563,1.9345205479452054,0.6802504816955683,0.03207337773147649,0.019158934082490992,0.0185
29388,30710244,忻佳华,496.92,3.5095890410958903,3.5095890410958903,1.0,0.018539332325787305,0.019150464386528183,0.0621
26168,30130983,武磊,452.64,6.945205479452055,4.27829848594088,0.6160074743070695,0.0444405362652155,0.019136466084808946,0.0889
30189,30332852,轩璇,403.92,4.265753424657534,1.80416032470827,0.422940602773615,0.03552336031972975,0.019126927564731052,0.0014
37216,30721221,张明明,1.27,3.126027397260274,1.349041095890411,0.4315512708150745,0.019060541094219507,0.019110145922461456,-0.0089
2941,30709350,董辰,300.18,3.5342465753424657,1.9579908675799087,0.5540051679586564,0.031036435827228315,0.019081662067757365,-0.0778
19710,30797854,欧阳帆,256.26,0.6904109589041096,0.5482675261885577,0.7941176470588236,0.033325105726207956,0.019077152816078143,0.0107
22260,30040370,孙鲁闽,166.49,13.164383561643836,3.6590867579908677,0.2779535206382241,0.05226785866975268,0.019040066903605456,0.0112
4830,30712445,方锐,147.79,3.4246575342465753,2.125570776255708,0.6206666666666667,0.03384063496252326,0.01902777731529164,0.0116
33970,30493607,闫一帆,263.95,7.391780821917808,2.4431506849315068,0.330522609340252,0.037237582579181874,0.019023592458207412,-0.0857
4124,30198442,董阳阳,165.87,10.923287671232877,2.281569115815691,0.2088720158697585,0.053146423227933046,0.01899449489302522,-0.0753
7058,30036320,韩会永,1064.22,19.964383561643835,1.9155868196964088,0.09595021122398645,0.06350295719463035,0.018985566014100192,0.0
463,30735530,蔡凤仪,128.25,2.652054794520548,1.694178082191781,0.6388171487603306,0.027237378709695687,0.01888520218118765,0.0042
27092,30694017,王深,319.13,3.495890410958904,1.5532289628180038,0.4443013882669055,0.03122495935018523,0.01887670902377525,0.0092
37952,30081345,郑如熙,231.51,6.608219178082192,3.0111872146118723,0.4556730237700387,0.03945340042205207,0.018874975539151937,0.0165
28799,30765159,王梓林,215.60999999999999,1.7643835616438357,0.6817082997582595,0.38637194008038,0.026841979102016727,0.018869872562410277,-0.0034
10628,30760887,柯贤发,14.43,1.8657534246575342,1.469178082191781,0.7874449339207049,0.025722002111193243,0.0188559270119016,0.0202
4857,30431557,范泰奇,372.55,6.158904109589041,3.1974885844748857,0.5191651838671412,0.0361474028837208,0.018847352646138796,0.004
16488,30683865,李祥源,286.18,4.32054794520548,1.4653960690887433,0.3391690331118524,0.03515561013550641,0.018797364965243587,0.0141999999999999
33014,30757664,易圣倩,76.79,2.0383561643835617,1.7528767123287672,0.8599462365591398,0.03266388983102521,0.01878625149219321,0.0132
22747,30522355,尚烁徽,26.650000000000002,6.884931506849315,2.908904109589041,0.42250298448070034,0.04431611442131178,0.01877516710765931,-0.3817
15062,30179659,刘太阳,774.25,11.441095890410958,2.528832354859752,0.2210306057288816,0.05482348208013295,0.018714395999156835,-0.0325
7383,30491426,黄静,145.0,4.279452054794521,2.606849315068493,0.6091549295774648,0.03298554014087866,0.01868649003836763,0.0141999999999999
18924,30759808,闵锐,232.07,1.9232876712328768,1.3512328767123287,0.7025641025641025,0.030614162427672714,0.018679508264337202,0.0208
7514,30692896,黄健生,16.27,3.915068493150685,1.4853228962818004,0.37938618414475656,0.024825053906230243,0.01862325510564444,-0.2123999999999999
18353,30793424,马超然,16.75,0.8054794520547945,0.5044520547945205,0.6262755102040816,0.027400523263182607,0.01860076471236676,0.0034999999999999
22982,30717294,石霄蒙,239.84,3.252054794520548,1.9182917002417403,0.5898706576143515,0.03333281293477927,0.018585873945524026,0.0054
10363,30697930,金之洁,260.88,3.7835616438356166,2.5123287671232877,0.664011585807386,0.03281280272557712,0.018584315871672256,0.0268
18790,30675243,孟楠,165.01,4.594520547945206,2.506849315068493,0.5456171735241502,0.0326379131840627,0.018578049149693392,0.0087
35712,30657091,张海静,699.91,4.931506849315069,1.8625155666251558,0.3776767676767677,0.03393253058676995,0.018568706925260078,-0.0678
22743,30774212,舒世茂,94.34,1.5616438356164384,0.6746575342465753,0.4320175438596491,0.027250584771703057,0.018547393689518053,-0.0003
4466,30072771,方敬,50.09,2.610958904109589,2.610958904109589,1.0,0.012362423618328844,0.018543635427493266,0.0326
4002,30075339,代宇,428.69,12.523287671232877,4.521082525893752,0.36101402799195353,0.054369484793074595,0.018541082059581864,0.0246
37583,30552482,周庆,153.47,3.282191780821918,2.1962328767123287,0.6691360601001669,0.029404663395803082,0.01853657967047772,0.0204
36290,30778203,朱娟,147.61,1.4054794520547946,1.4054794520547946,1.0,0.012278475636778419,0.018417713455167628,0.0173
1994,30132447,陈伟彦,247.47,8.23013698630137,2.2858447488584477,0.27774079005770086,0.046396584097241594,0.01835331033109321,-0.3843999999999999
37220,30655625,朱梦娜,354.77,4.96986301369863,3.7692759295499023,0.7584265238620256,0.031899616827792965,0.018350028693744774,0.0060999999999999
33033,30282410,于涛,22.92,4.624657534246575,3.7655577299412917,0.8142349356804334,0.02602215546760819,0.018307997441424806,-0.0225
3674,30283423,段鹏,291.15999999999997,9.841095890410958,3.8647571606475712,0.39271613686981166,0.05681462541235894,0.01828357961556115,0.0174
14058,30519593,李娜,445.45,7.046575342465753,2.1447073474470737,0.304361657005514,0.0406906801579323,0.01827097366815483,0.0060999999999999
16981,30738083,蓝烨,101.22,1.5068493150684932,1.1765601217656014,0.780808080808081,0.029874051888277853,0.0182632370624004,0.0064
772,30804272,陈浩宇,3.45,0.5041095890410959,0.3353881278538813,0.6653079710144927,0.02038449703423245,0.01826195371819998,-0.071
23004,30788484,孙霄宇,150.4,1.0054794520547945,0.7667318982387475,0.7625535227715065,0.02715037741104966,0.01820173413040041,0.0085
34678,30653574,朱柏蓉,215.67,5.03013698630137,1.842876712328767,0.36636710239651415,0.04088772538573905,0.01819338211555514,-0.0941
29997,30283642,谢书英,66.86999999999999,9.816438356164383,3.003013698630137,0.3059168294725091,0.06303208596367468,0.018192178344903637,-0.2337999999999999
35571,30414345,赵慧,1085.25,8.07945205479452,3.1209302325581394,0.3862799372274401,0.04958217904380431,0.018162604614580732,-0.0287
22064,30477284,宋璐,484.14,7.545205479452055,2.2137842465753423,0.29340277777777773,0.04384787409753322,0.0181397688138931,-0.0512
40258,30779362,赵雨濛,53.730000000000004,1.3616438356164384,1.3616438356164384,1.0,0.017569866715620774,0.018135237197038693,0.0223
13743,30561921,李旻,26.21,6.213698630136986,1.5296803652968036,0.24617871840094063,0.11585795764514661,0.018119268489122747,-0.1998
39808,30716587,赵岩,85.59,3.282191780821918,1.7240704500978474,0.525280228953017,0.028151773474653728,0.0181170946736972,0.0171
3737,30335555,代瑞亮,302.87,8.906849315068493,1.9878234398782344,0.22317919272702416,0.02364220554801035,0.018107182971893804,-0.165
40057,30283265,张翼飞,538.15,9.882191780821918,3.3337630942788072,0.33735057649341965,0.04240720217387775,0.018091664163149897,0.0059
14956,30459973,刘涛,805.89,7.7095890410958905,2.471793275217933,0.3206128448665762,0.041873954578676334,0.018072759729498594,-0.0616
38807,30569624,郑文旭,279.3,6.010958904109589,2.0438356164383564,0.3400182315405652,0.039425884832756185,0.018067078378987227,0.0155
40926,30334245,张钟玉,52.56,8.953424657534246,2.202474591250552,0.24599241915742093,0.030629327568989773,0.018044589001405424,-0.2792
14607,30476652,刘思,401.45,7.257534246575342,2.7357077625570776,0.3769472757015226,0.04319489069294287,0.0179959054795074,0.0124
16951,30729621,李烨,356.17,2.8054794520547945,2.4310502283105024,0.8665364583333334,0.026525606637456844,0.017985960170832652,0.0365
16601,30070857,李杨,154.28,6.120547945205479,3.4438356164383563,0.562667860340197,0.032815167010445095,0.017968927225225532,0.0327999999999999
5929,30574713,高翔,429.56,5.83013698630137,2.436164383561644,0.41785714285714287,0.0367426134339172,0.01793865576891708,0.03
5918,30741859,高翔,9.36,5.83013698630137,1.812328767123288,0.3108552631578948,0.0367426134339172,0.01793865576891708,-0.302
9232,30732816,韩正宇,106.36999999999999,2.7315068493150685,1.1816438356164385,0.4325977933801405,0.029247048352290615,0.017933337588545508,-0.019
4673,30048332,傅鹏博,287.36,15.07123287671233,5.160958904109589,0.34243773859298304,0.04915520422543557,0.017900524915238206,-0.038
37739,30798713,张琪,20.21,0.6575342465753424,0.5497716894977168,0.836111111111111,0.024459413019255805,0.01789308633831777,0.0108
24067,30487451,田瑀,61.900000000000006,4.813698630136987,2.652054794520548,0.5509391007398976,0.01904959924305791,0.01785894500309764,-0.3191
29252,30711018,邢恭海,188.84,3.473972602739726,2.0149267831837503,0.5800065267051017,0.03339443724694403,0.0178576161433578,0.0
15123,30681983,林唐宇,799.7,4.073972602739726,2.805230386052304,0.6885736993336186,0.030961500627759528,0.01785381679544559,0.0368
24327,30634032,田元强,2823.68,5.208219178082191,2.1167123287671235,0.4064176749079432,0.03644742649461862,0.01785166926320044,0.0069
34406,30781011,尹子昕,61.800000000000004,1.2876712328767124,1.2197260273972605,0.9472340425531917,0.019508121777908238,0.017848559440561445,-0.0172
17169,30732189,刘雨卉,57.24,2.750684931506849,2.002283105022831,0.7279216467463481,0.02790974391456676,0.017797814368020876,0.0124
23502,30704231,陶斐然,293.33,0.6904109589041096,0.6904109589041096,1.0,0.025451845685585138,0.017772598120016244,-0.0191
22560,30795417,沈乔旸,129.6,0.7671232876712328,0.6164383561643836,0.8035714285714286,0.02780537394869616,0.017739655400444403,0.008
33738,30712251,杨野,409.83,3.4328767123287673,1.8788649706457927,0.5473150153916315,0.03082058911992266,0.01772808575048545,0.0209
16993,30779817,骆毅,246.02,1.3342465753424657,1.0712328767123285,0.8028747433264886,0.020818279074258594,0.0177137062651162,0.0121999999999999
36248,30734354,赵骥,734.2800000000001,2.5315068493150683,2.1499377334993772,0.8492719401810311,0.03259651695079812,0.017695561382589056,0.0265
14077,30723206,李鸥,311.62,4.257534246575342,1.9513698630136986,0.45833333333333337,0.030341882254948018,0.017642320156757044,0.0081
35401,30588920,赵国英,887.23,5.473972602739726,1.5453150684931507,0.2823023023023023,0.04059700541215018,0.017640795242942466,0.0083
25177,30728473,吴国杰,128.15,2.8438356164383563,2.0126027397260273,0.7077071290944122,0.029306242208690048,0.017635638752304963,0.0173
2226,30688216,程星烨,0.56,4.167123287671233,2.5342465753424657,0.6081525312294543,0.04507184461064806,0.01761221800343621,-0.0404
24297,30802440,田逸乐,43.14,0.5917808219178082,0.21552511415525114,0.36419753086419754,0.01746706851414337,0.01761073941931387,-0.0279999999999999
37860,30735542,张婧珣,57.51,0.663013698630137,0.663013698630137,1.0,0.027022461995095948,0.01756417628037824,0.0136
9412,30581811,景辉,219.58,5.638356164383562,3.1997260273972605,0.5674927113702625,0.030535323312195262,0.017550268201482862,0.0501999999999999
27169,30582142,王赛飞,292.82000000000005,5.638356164383562,2.6323785803237856,0.46686986482904846,0.034215530063520516,0.01753853387267982,0.031
3291,30673731,邓娟,2193.58,4.652054794520548,2.2210045662100453,0.47742442088731835,0.02748996932797883,0.017508055944008435,0.0237999999999999
539,30734092,陈功谋,321.05,1.7945205479452055,1.7945205479452055,1.0,0.011648430302550139,0.01747264545382521,0.021
39703,30553126,张棪,374.27,6.4301369863013695,3.0474091721262653,0.4739260110038717,0.03217000404306275,0.017458919167551424,-0.1209
18054,30777652,刘振林,18.13,1.441095890410959,1.441095890410959,1.0,0.011628038417255349,0.017442057625883023,0.0168
33176,30550980,闫雯雯,147.98,3.673972602739726,2.232420091324201,0.6076311210539398,0.028329351288044435,0.01743583791161512,-0.0059
32510,30081578,杨鹏,2.4,4.454794520547945,2.297260273972603,0.5156826568265683,0.032272260383451434,0.017424435701801546,-0.0425
29680,30494277,肖觅,50.6,7.117808219178082,3.068675799086758,0.4311265075699256,0.03755387118363026,0.01739130166199718,-0.5318999999999999
24107,30655717,田原,311.55,4.967123287671233,1.7744292237442925,0.3572347858062144,0.030455049141005136,0.017389572468058407,0.0062
3589,30525554,杜磊,395.24,6.884931506849315,1.932054794520548,0.2806207719856745,0.03516337345099692,0.017365614020884178,0.0206
15569,30494397,李维康,83.53,4.895890410958904,1.8794520547945204,0.3838836038052602,0.031597457456563574,0.017343928612918807,-0.1628
15962,30634027,李宪,297.82,5.13972602739726,1.6341220423412204,0.3179395231634038,0.03153967344476624,0.017337705865241523,0.0220999999999999
21947,30040354,邵佳民,145.14,19.10958904109589,2.262252663622527,0.1183831142970928,0.060896673287568044,0.01733353703309405,0.0065
3703,30367887,邓默,20.5,8.424657534246576,3.6757160647571605,0.43630450849963043,0.01937309647884331,0.017317559846461304,-0.4184
23233,30794133,沈亚峰,150.2,0.7917808219178082,0.7813698630136986,0.9868512110726644,0.027195579109312706,0.017317437961693247,-0.0220999999999999
9777,30777784,姬青,249.14999999999998,1.4301369863013698,1.1386301369863014,0.796168582375479,0.023737074954432502,0.01731493540495594,0.0118
